video_id,comedian_name,title,content_type,view_count,like_count,duration_seconds,published_at,thumbnail_url,is_duplicate
3mRtw5Zmk-s,Anubhav Singh Bassi,Bas kar bassi | Part 2 | full (official video) | Anubhav singh bassi | stand up |amazon prime video,full_special,1496038,6654,4662,2025-01-27T06:02:59Z,https://i.ytimg.com/vi/3mRtw5Zmk-s/hqdefault.jpg,false
MnoGUOGy0Go,Abhishek Upmanyu,Comedy is not Easy Standup comedy by ABHISHEK UPMANYU,full_special,599090,2616,2462,2025-02-24T18:30:24Z,https://i.ytimg.com/vi/MnoGUOGy0Go/hqdefault.jpg,false
R-CFngU1qRY,Rahul Subramanian,RAHUL SUBRAMANIAN | FULL STAND UP COMEDY SPECIAL | WHO ARE YOU?,full_special,2570966,65168,3645,2026-03-12T15:00:06Z,https://i.ytimg.com/vi/R-CFngU1qRY/hqdefault.jpg,false
M8ICGx4p0lA,Zakir Khan,"@ZakirKhan On Parents, Relationship, Bollywood, Success, Money | Zakir Khan | FO 148 | Raj Shamani",full_special,7814414,174255,4910,2023-12-13T14:57:28Z,https://i.ytimg.com/vi/M8ICGx4p0lA/hqdefault.jpg,false
URfOK9CPDzY,Raj Shamani,"@AakashGupta On Childhood, Comicstaan, Standup Comedy, Money, Marriage & Cricket | FO294 Raj Shamani",full_special,1072178,23279,7351,2024-12-24T14:57:09Z,https://i.ytimg.com/vi/URfOK9CPDzY/hqdefault.jpg,false
WO0mT1R01KQ,Dave Chappelle,33 Minutes Of Dave Chappelle 2024.,full_special,3504107,31914,2012,2024-07-27T19:32:00Z,https://i.ytimg.com/vi/WO0mT1R01KQ/hqdefault.jpg,false
_Mb_LzPPozU,Abhishek Upmanyu,KBC S17 | New Season | Ep 70 | KBC Par Standup Comics Ka Tadka! | Ravi Gupta | Abhishek Upmanyu,full_special,5683201,95354,4328,2025-11-17T15:30:22Z,https://i.ytimg.com/vi/_Mb_LzPPozU/hqdefault.jpg,false
84W1O3Wgtaw,SET India,'Stree' के साथ Zakir की Masti | Aapka Apna Zakir | Ep 2 | Full Episode | 11 Aug 2024,full_special,669310,13364,2551,2024-09-28T15:30:04Z,https://i.ytimg.com/vi/84W1O3Wgtaw/hqdefault.jpg,false
eHTXQW58WhA,Samay Raina,"INDIA’S GOT LATENT S2 EP1 ft. Alia Bhatt, Sharvari, Ashish Solanki ",full_special,64780081,2751829,3561,2026-06-20T13:28:06Z,https://i.ytimg.com/vi/eHTXQW58WhA/hqdefault.jpg,false
c35fpGWqXnk,Samay Raina,"INDIA’S GOT LATENT S2 EP2 ft. Harssh Limbachiya, Kiku Sharda, Chandan Prabhakar",full_special,45439059,1743870,3685,2026-07-03T13:28:06Z,https://i.ytimg.com/vi/c35fpGWqXnk/hqdefault.jpg,false
aSR1tndcaLE,Samay Raina,"INDIA’S GOT LATENT S2 EP3 ft. Raghu Ram, Vishal Dadlani, Tanmay Bhat, Yashraj",full_special,37558200,1429016,3224,2026-07-17T13:30:07Z,https://i.ytimg.com/vi/aSR1tndcaLE/hqdefault.jpg,false
B6NVvtIz9_Q,Samay Raina,"INDIA’S GOT LATENT S2 EP4 ft. Karan Aujla, Tanmay Bhat, Gurleen Pannu, Rahul Dua",full_special,36990446,1545059,3234,2026-08-02T06:30:07Z,https://i.ytimg.com/vi/B6NVvtIz9_Q/hqdefault.jpg,false
wVBf39WPInc,Samay Raina,BHARWO KE KHILADI | Life is Unfair,full_special,5999769,266366,3662,2022-01-25T06:45:09Z,https://i.ytimg.com/vi/wVBf39WPInc/hqdefault.jpg,false
Qm6AwT7lBgw,Sapan Verma,Chill Sesh Ep 5 Johny Lever | Sapan Verma @AakashGupta @Its_jamielever,full_special,1215113,29293,2463,2025-07-31T13:26:32Z,https://i.ytimg.com/vi/Qm6AwT7lBgw/hqdefault.jpg,false
3eOkj9uCfT0,Shamik Chakrabarti,Shamik Chakrabarti: Despite Appearances | Full Stand-Up Comedy Special,full_special,794090,28761,4443,2026-03-17T12:30:11Z,https://i.ytimg.com/vi/3eOkj9uCfT0/hqdefault.jpg,false
kmcnAEP14Sk,Shashi Dhiman,I Finally Said Yes | Standup Comedy Special by Shashi Dhiman,full_special,833781,26476,4568,2026-06-27T08:57:31Z,https://i.ytimg.com/vi/kmcnAEP14Sk/hqdefault.jpg,false
FX8x_4me_R8,Shubham Pujari,Behen Ka Swayamvar | Standup Comedy by Shubham Pujari,full_special,2598356,73500,1523,2025-08-12T13:37:10Z,https://i.ytimg.com/vi/FX8x_4me_R8/hqdefault.jpg,false
hzDZsuKG6R8,Shubham Pujari,Chhoti Soch | Standup Comedy Special by Shubham Pujari,full_special,1331834,34977,5067,2026-04-28T13:48:04Z,https://i.ytimg.com/vi/hzDZsuKG6R8/hqdefault.jpg,false
vNmpl8iolY0,So True with Caleb Hearon,Taylor Tomlinson Isn't Settling,full_special,555957,16043,4389,2026-03-26T18:00:52Z,https://i.ytimg.com/vi/vNmpl8iolY0/hqdefault.jpg,false
xhpVSauk5n8,Anubhav Singh Bassi,Journey Of A Joke feat. Anubhav Singh Bassi | Cheating,full_special,1226908,46146,1801,2020-06-29T12:37:06Z,https://i.ytimg.com/vi/xhpVSauk5n8/hqdefault.jpg,false
0qGd6KXh_ig,Dave Chappelle,Dave Chappelle   Killin Them Softly,full_special,918597,12171,3453,2017-07-07T16:58:40Z,https://i.ytimg.com/vi/0qGd6KXh_ig/hqdefault.jpg,false
bg7PJgHdZqI,Tanmay Bhat,ZAKIR'S GOT LATENT,full_special,4561560,146181,1556,2025-04-08T14:30:06Z,https://i.ytimg.com/vi/bg7PJgHdZqI/hqdefault.jpg,false
GOJuBY3oOtE,Zakir Khan,The Lavari Show EP 12 | ft. Zakir Khan | આપણો પોતાનો ઝાકીર | The Comedy Factory,full_special,1504458,44103,1566,2024-08-20T18:24:06Z,https://i.ytimg.com/vi/GOJuBY3oOtE/hqdefault.jpg,false
eCwgLu6pbI4,Zakir Khan,Zakir Khan Lallantop आए तो Standup comedy से लेकर उनकी जिंदगी के बड़े राज खुले | Zakir standup,full_special,9216347,173566,7449,2022-08-14T06:30:13Z,https://i.ytimg.com/vi/eCwgLu6pbI4/hqdefault.jpg,false
QCA_4WQ_1Z8,Anubhav Singh Bassi,"Anubhav Singh Bassi कमाई, Meerut और अगले वीडियो पर क्या बोले? | GITN",full_special,8397986,125526,6816,2022-12-11T04:30:05Z,https://i.ytimg.com/vi/QCA_4WQ_1Z8/hqdefault.jpg,false
LFHKiq0HYzc,Zakir Khan,"Zakir Khan और Saurabh Dwivedi ने बताए Overthinking से निपटने के अचूक उपाय, Kuldeep के फंडे भी मज़ेदार",full_special,2358683,25147,4727,2025-08-02T09:30:08Z,https://i.ytimg.com/vi/LFHKiq0HYzc/hqdefault.jpg,false
EOJJcgnHPPk,Trevor Wallace,CRAZIEST Crowd Work Moments of 2024 | Trevor Wallace,compilation,1817478,37547,2691,2024-12-28T16:45:00Z,https://i.ytimg.com/vi/EOJJcgnHPPk/hqdefault.jpg,false
gIJPY3AM0nk,Trevor Wallace,A Crowd Work Special with Trevor Wallace,crowd_work_clip,562064,17302,3260,2026-04-02T00:00:29Z,https://i.ytimg.com/vi/gIJPY3AM0nk/hqdefault.jpg,false
4UQTaw6yXa4,Universal Comedy,25 Minutes Of Top Notch Comedy From Ricky Gervais,full_special,1385432,13032,1518,2025-03-12T17:00:04Z,https://i.ytimg.com/vi/4UQTaw6yXa4/hqdefault.jpg,false
kWj8DQ5GTxM,Zakir Khan,HAQ SE SINGLE  FULL VIDEO ZAKIR KHAN  |  STAND UP COMEDY,full_special,752569,11846,5374,2024-01-24T16:33:25Z,https://i.ytimg.com/vi/kWj8DQ5GTxM/hqdefault.jpg,false
O-sdocGbdRg,Varun Grover,Varun Grover || Comedy Special || Nothing Makes Sense,full_special,5236060,147235,4870,2026-01-02T15:21:31Z,https://i.ytimg.com/vi/O-sdocGbdRg/hqdefault.jpg,false
xNfDz6ZClj4,Varun Grover,Gravity vs Comedy | Upmanyu | Biswa | Prashasti | Grover | All India Rank | Releasing 23rd Feb,full_special,1816579,45456,4378,2024-02-19T16:06:56Z,https://i.ytimg.com/vi/xNfDz6ZClj4/hqdefault.jpg,false
zX9oWQoTjWM,Vidit Gujrathi,UNDERSTANDING COMEDY ft.@SamayRainaOfficial,full_special,628500,29632,6228,2020-05-31T17:54:11Z,https://i.ytimg.com/vi/zX9oWQoTjWM/hqdefault.jpg,false
jMDq_yxvv5c,Vidit Sharma,Loose Emotions EP 9| Stand Up Comedy | @RajatSood  Kaustubh Agarwal & Vidit Sharma,full_special,1163889,38889,2643,2026-03-27T12:30:44Z,https://i.ytimg.com/vi/jMDq_yxvv5c/hqdefault.jpg,false
IMiPGuUQ83w,Dave Chappelle,Dave Chappelle in Texas - One of the Greatest Storytellers of All Time,full_special,2339100,20381,5739,2025-12-14T15:38:22Z,https://i.ytimg.com/vi/IMiPGuUQ83w/hqdefault.jpg,false
4oKEN73VIjQ,Yuvaa,"@ZakirKhan on Hustle Philosophy, Loneliness & Feminine Masculinity |BeAManYaar w. Nikhil Taneja EP 2",full_special,2423108,47377,3350,2023-09-12T15:54:22Z,https://i.ytimg.com/vi/4oKEN73VIjQ/hqdefault.jpg,false
OQQ1sGphUj4,Zakir Khan,“Meri Dastaan sunana” Zakir Khan at Spoken 2017,full_special,12618989,376096,1778,2018-02-14T07:35:41Z,https://i.ytimg.com/vi/OQQ1sGphUj4/hqdefault.jpg,false
EV-rF0N1was,Zakir Khan,Tafseel Se Baatein - Zakir Khan in Conversation with Aamir Khan and Mansoor Khan,full_special,1556436,27497,3638,2026-04-30T12:58:53Z,https://i.ytimg.com/vi/EV-rF0N1was/hqdefault.jpg,false
C4s5opLTvDY,Zindagi with Richa,"ज़ाकिर ख़ान का ज़िंदगीनामा - कॉमेडी का सबसे बड़ा नाम @ZakirKhan Stand-up Comedian, Writer & Actor",full_special,1480280,29738,3277,2023-06-23T14:30:10Z,https://i.ytimg.com/vi/C4s5opLTvDY/hqdefault.jpg,false
gmO7W7yRTsk,Zakir Khan,"“जब पापा कहेंगे, मैं रूक जाऊँगा” - ज़ाकिर ख़ान @Zakir Khan Stand-up Comedian, Writer & Actor",full_special,619168,15375,4299,2023-06-30T14:30:10Z,https://i.ytimg.com/vi/gmO7W7yRTsk/hqdefault.jpg,false
IRBaZVILUq0,Dave Chappelle,Dave Chappelle Comic Strip Live (2/27/09) AUDIO RESTORED,full_special,22927413,128120,13377,2017-03-08T14:15:49Z,https://i.ytimg.com/vi/IRBaZVILUq0/hqdefault.jpg,false
TGWnu2jz_ro,Dave Chappelle,"Dave Chappelle  8 Funniest Jokes Ever , That Will Make You Laugh",full_special,1787916,15317,1862,2023-02-16T14:00:16Z,https://i.ytimg.com/vi/TGWnu2jz_ro/hqdefault.jpg,false
