comedian_name,video_id,title,view_count,like_count,duration_seconds,published_at,thumbnail_url
bhartiyastandup,G9GCLr3K1RQ,"BASSI NEW LATEST STANDUP COMEDY VIDEO 2023 #standupcomedy #anubhavsinghbassi #funny",193702,2005,1207,2023-08-17T14:26:17Z,https://i.ytimg.com/vi/G9GCLr3K1RQ/hqdefault.jpg
cakeorder,L4eJe-jv2xU,"Dave Chappelle Shocks the Audience: ""Who Let These Gay Men Drive?!""|| New Dave Chappelle Stand Up",89438,928,4315,2026-07-02T18:39:11Z,https://i.ytimg.com/vi/L4eJe-jv2xU/hqdefault.jpg
cakeorder,Q0_SEnaRzmo,"Dave Chappelle On Tough Times For The White People  || New Dave Chappelle Stand Up 2026",38030,371,4370,2026-07-25T19:50:18Z,https://i.ytimg.com/vi/Q0_SEnaRzmo/hqdefault.jpg
cakeorder,QA3zd9omLJQ,"Dave Chappelle On THE CRAZIEST THING ABOUT AMERICA? THE CRACKHEADS! ||Dave Chappelle Stand Up Comedy",25302,204,4580,2026-06-29T18:14:16Z,https://i.ytimg.com/vi/QA3zd9omLJQ/hqdefault.jpg
cakeorder,peSI4j8NKR4,"Dave Chappelle On Unveiling Epstein Files Darkest Secrets!!|| New Dave Chappelle Stand Up 2026",21357,3800,4452,2026-08-04T17:07:05Z,https://i.ytimg.com/vi/peSI4j8NKR4/hqdefault.jpg
cakeorder,LZoex8Gyqw4,"Dave Chappelle On Donald Trump Sounds Extremly High!|| New Dave Chappelle Stand Up 2026",20985,1285,4152,2026-07-31T17:38:36Z,https://i.ytimg.com/vi/LZoex8Gyqw4/hqdefault.jpg
cakeorder,fUr3a-x_lqk,"Dave Chappelle On Life Doesn't Owe You Anything"" || New Dave Chappelle Stand Up 2026",20580,1714,4272,2026-08-07T21:39:46Z,https://i.ytimg.com/vi/fUr3a-x_lqk/hqdefault.jpg
cakeorder,-b-eXMTqWhg,"Dave Chappelle On Gay Dancers Fighting Drug Dealers || New Dave Chappelle Stand Up 2026",13402,107,3902,2026-07-22T19:16:05Z,https://i.ytimg.com/vi/-b-eXMTqWhg/hqdefault.jpg
cakeorder,p0KzK8cZRN8,"Dave Chappelle On These Woke Women Sounds More Like Broke Man!|| New Dave Chappelle Stand Up 2026",11791,1458,4548,2026-08-03T18:32:51Z,https://i.ytimg.com/vi/p0KzK8cZRN8/hqdefault.jpg
cakeorder,ovabLBdHFIg,"Dave Chappelle On This Is The Worst Time To Be Black || New Dave Chappelle Stand Up 2026",11337,1222,4189,2026-08-09T19:56:14Z,https://i.ytimg.com/vi/ovabLBdHFIg/hqdefault.jpg
cakeorder,SvxQlmznY5k,"Dave Chappelle On Feminism Needs Better Leadership!|| New Dave Chappelle Stand Up 2026",4855,2457,4341,2026-08-05T17:35:46Z,https://i.ytimg.com/vi/SvxQlmznY5k/hqdefault.jpg
cakeorder,MmzEpLfwpDc,"Dave Chappelle On Identifying As Female To Escape Jail!!|| New Dave Chappelle Stand Up 2026",565,349,4189,2026-08-10T19:22:54Z,https://i.ytimg.com/vi/MmzEpLfwpDc/hqdefault.jpg
cleantones,IRBaZVILUq0,"Dave Chappelle ""Comic Strip Live"" (2/27/09) AUDIO RESTORED",22927413,128120,13377,2017-03-08T14:15:49Z,https://i.ytimg.com/vi/IRBaZVILUq0/hqdefault.jpg
"dave chappelle documentary",TGWnu2jz_ro,"Dave Chappelle  8 Funniest Jokes Ever , That Will Make You Laugh",1787916,15317,1862,2023-02-16T14:00:16Z,https://i.ytimg.com/vi/TGWnu2jz_ro/hqdefault.jpg
"dave chappelle documentary",C-La-8WKpZc,"DAVE CHAPPELLE STAND UP COMDEY  laugh, laugh, laugh Stand up comedy  lives @ the Fillmore",148598,1333,5382,2023-03-15T14:00:06Z,https://i.ytimg.com/vi/C-La-8WKpZc/hqdefault.jpg
"education centre ",3HmE5pIWuWw,"My Corporate Job // Aakash Gupta Stand-up comedy ",589,0,1506,2025-10-30T03:34:32Z,https://i.ytimg.com/vi/3HmE5pIWuWw/hqdefault.jpg
"just ahsan",dXaJskhJ50Q,"START UP Bas kar bassi | full (official video) | Anubhav singh bassi | stand up | amazon prime video",4841,33,4662,2025-01-28T00:21:28Z,https://i.ytimg.com/vi/dXaJskhJ50Q/hqdefault.jpg
"solo x is live",yj3uL4IdP70,"BAS KR BASSI | NEW STAND UP COMEDY BY ANUBHAV SINGH BASSI @AnubhavSinghBassi #standupcomedy",56922,190,4807,2024-01-02T07:45:08Z,https://i.ytimg.com/vi/yj3uL4IdP70/hqdefault.jpg
"روتيناتي في بيت الكراء ",VLWi2udFRzI,"Taylor Tomlinson Jokes That Had the Audience LOSING IT",104297,1359,4306,2025-12-03T18:00:43Z,https://i.ytimg.com/vi/VLWi2udFRzI/hqdefault.jpg
"روتيناتي في بيت الكراء ",XfiuDCDCnlw,"Taylor Tomlinson’s Fastest, Smartest Comebacks",93570,1012,2879,2025-12-21T17:01:02Z,https://i.ytimg.com/vi/XfiuDCDCnlw/hqdefault.jpg
"روتيناتي في بيت الكراء ",lXW7ch5MP6o,"Taylor Tomlinson Being Brutally Honest… and Hilarious",77254,992,4185,2025-12-08T17:01:21Z,https://i.ytimg.com/vi/lXW7ch5MP6o/hqdefault.jpg
"روتيناتي في بيت الكراء ",vrRR_Lv7Ams,"Top Savage Jokes by Taylor Tomlinson",36543,474,2729,2025-11-27T19:01:04Z,https://i.ytimg.com/vi/vrRR_Lv7Ams/hqdefault.jpg
"روتيناتي في بيت الكراء ",JBTMzFATdj8,"Taylor Tomlinson DESTROYING the Crowd With Pure Honesty",23231,244,3848,2025-12-06T17:00:26Z,https://i.ytimg.com/vi/JBTMzFATdj8/hqdefault.jpg
"روتيناتي في بيت الكراء ",4Qa31e4cQwc,"Top Savage Comebacks by Taylor Tomlinson",17383,175,3623,2025-12-05T17:00:06Z,https://i.ytimg.com/vi/4Qa31e4cQwc/hqdefault.jpg
