comedian_name,video_id,title,view_count,like_count,duration_seconds,published_at,thumbnail_url
"Pranav Sharma",sYXi5bG2Twg,"""TRIP WITH GIRLFRIEND"" -  Stand Up Comedy ft. Pranav Sharma",14454246,400405,1247,2024-11-09T12:32:36Z,https://i.ytimg.com/vi/sYXi5bG2Twg/hqdefault.jpg
"Pranav Sharma",TSGWdEo90tE,"""INSECURITY"" ||  Stand Up Comedy by Pranav Sharma",7297745,230599,1417,2025-12-12T12:06:43Z,https://i.ytimg.com/vi/TSGWdEo90tE/hqdefault.jpg
"Pranav Sharma",_YWQzYMX0Dk,"Flight, Button aur Do Trial Jokes || Stand Up Comedy by Pranav Sharma",3551440,117616,1273,2026-04-29T11:42:35Z,https://i.ytimg.com/vi/_YWQzYMX0Dk/hqdefault.jpg
"Pranit More Crowdwork Clips",4hLnDkV-kwQ,"Delhi Belly | Pranit More | Stand-up Comedy | Crowd Work Special",2620906,42710,2130,2025-12-27T13:30:07Z,https://i.ytimg.com/vi/4hLnDkV-kwQ/hqdefault.jpg
"Pranit More Crowdwork Clips",OK_1aHz6K2c,"Generation Gap | Pranit More | Stand-Up Comedy",1591301,26408,1887,2026-02-16T13:12:13Z,https://i.ytimg.com/vi/OK_1aHz6K2c/hqdefault.jpg
"Pranit More Official",O0PRgYHI0XQ,"Ladies Special 2 | Pranit More | Stand-up Comedy | Crowd Work Special",14351650,296850,3302,2026-05-08T13:30:22Z,https://i.ytimg.com/vi/O0PRgYHI0XQ/hqdefault.jpg
"Pranit More Official",Kzz_wtyvJ8Q,"Ladies Special | Pranit More | Stand-up Comedy | Crowd Work Special",11872466,289494,3834,2026-04-24T13:30:23Z,https://i.ytimg.com/vi/Kzz_wtyvJ8Q/hqdefault.jpg
"Pranit More Official",nM2GiLfoZZY,"The Last PM Show | Pranit More | Stand-up Comedy",10816130,326334,3170,2025-12-18T13:30:59Z,https://i.ytimg.com/vi/nM2GiLfoZZY/hqdefault.jpg
"Pranit More Official",gATlVX3IMlQ,"Date pe Chalein | Pranit More | Stand-up Comedy | Crowd Work Special",7005750,135387,3688,2026-03-20T13:48:00Z,https://i.ytimg.com/vi/gATlVX3IMlQ/hqdefault.jpg
"Pranit More Official",SnspIerLmOo,"Sigma Male | Pranit More | Stand-Up Comedy | Crowd Work Special",6772712,159996,3698,2024-11-23T13:30:15Z,https://i.ytimg.com/vi/SnspIerLmOo/hqdefault.jpg
"Pranit More Official",E7PZLZignvM,"Cheater Wife | Pranit More | Stand-up Comedy | Crowd Work Special",6714185,217450,3389,2026-01-09T15:00:34Z,https://i.ytimg.com/vi/E7PZLZignvM/hqdefault.jpg
"Pranit More Official",2x9U6q1eCwk,"Ladies Special 3 | Pranit More | Stand-up Comedy | Crowd Work Special",6655561,145434,3120,2026-05-29T13:30:24Z,https://i.ytimg.com/vi/2x9U6q1eCwk/hqdefault.jpg
"Pranit More Official",nssdB76CyyM,"Pride Show | Pranit More | Stand-up Comedy | Crowd Work Special",5724142,132236,3402,2026-06-05T13:30:06Z,https://i.ytimg.com/vi/nssdB76CyyM/hqdefault.jpg
"Pranit More Official",7gWd1ljuq60,"PRANIT KO GUSSA KYUN AAYA? | Pranit More | Stand-up Comedy | Crowd Work Special",5716052,130098,1549,2025-08-01T13:30:11Z,https://i.ytimg.com/vi/7gWd1ljuq60/hqdefault.jpg
"Pranit More Official",_3AKjy3oJl8,"Pyar Ka Punchnama | Pranit More | Stand-Up Comedy | Crowd Work Special",5355877,136315,2833,2024-12-20T13:30:30Z,https://i.ytimg.com/vi/_3AKjy3oJl8/hqdefault.jpg
"Pranit More Official",3RSAeEmgbf8,"Cheater Girlfriend | Pranit More | Stand-up Comedy | Crowd Work Special",3094992,73073,2563,2025-05-20T05:30:01Z,https://i.ytimg.com/vi/3RSAeEmgbf8/hqdefault.jpg
"Rahul Dua",W8-n2o8CaFU,"TRUMP v2.0 | Standup Comedy by Rahul Dua | 2025",4446357,93224,1254,2025-05-18T11:30:07Z,https://i.ytimg.com/vi/W8-n2o8CaFU/hqdefault.jpg
"Rahul Subramanian",R-CFngU1qRY,"RAHUL SUBRAMANIAN | FULL STAND UP COMEDY SPECIAL | WHO ARE YOU?",2570966,65168,3645,2026-03-12T15:00:06Z,https://i.ytimg.com/vi/R-CFngU1qRY/hqdefault.jpg
"Ravi Gupta",AgQ8RV3zn2A,"Attitude | Stand-up Comedy by Ravi Gupta",35059559,1137150,1207,2024-02-22T15:30:11Z,https://i.ytimg.com/vi/AgQ8RV3zn2A/hqdefault.jpg
"Russell Howard",l-5SVa_JWUM,"Taylor Tomlinson's Gotta Get A Wife! | Russell Howard's Five Brilliant Things | Full Episode",148033,3931,3870,2025-09-10T06:00:43Z,https://i.ytimg.com/vi/l-5SVa_JWUM/hqdefault.jpg
"Samay Raina",LhpZJwUboeI,"Samay Raina - STILL ALIVE (Full Special)",71411335,4235559,4861,2026-04-07T13:45:06Z,https://i.ytimg.com/vi/LhpZJwUboeI/hqdefault.jpg
"Samay Raina",eHTXQW58WhA,"INDIA’S GOT LATENT S2 EP1 ft. Alia Bhatt, Sharvari, Ashish Solanki ",64780081,2751829,3561,2026-06-20T13:28:06Z,https://i.ytimg.com/vi/eHTXQW58WhA/hqdefault.jpg
"Samay Raina",c35fpGWqXnk,"INDIA’S GOT LATENT S2 EP2 ft. Harssh Limbachiya, Kiku Sharda, Chandan Prabhakar",45439059,1743870,3685,2026-07-03T13:28:06Z,https://i.ytimg.com/vi/c35fpGWqXnk/hqdefault.jpg
"Samay Raina",aSR1tndcaLE,"INDIA’S GOT LATENT S2 EP3 ft. Raghu Ram, Vishal Dadlani, Tanmay Bhat, Yashraj",37558200,1429016,3224,2026-07-17T13:30:07Z,https://i.ytimg.com/vi/aSR1tndcaLE/hqdefault.jpg
"Samay Raina",B6NVvtIz9_Q,"INDIA’S GOT LATENT S2 EP4 ft. Karan Aujla, Tanmay Bhat, Gurleen Pannu, Rahul Dua",36990446,1545059,3234,2026-08-02T06:30:07Z,https://i.ytimg.com/vi/B6NVvtIz9_Q/hqdefault.jpg
"Samay Raina",wVBf39WPInc,"BHARWO KE KHILADI | Life is Unfair",5999769,266366,3662,2022-01-25T06:45:09Z,https://i.ytimg.com/vi/wVBf39WPInc/hqdefault.jpg
"Sapan Verma",Qm6AwT7lBgw,"Chill Sesh Ep 5 Johny Lever | Sapan Verma @AakashGupta @Its_jamielever",1215113,29293,2463,2025-07-31T13:26:32Z,https://i.ytimg.com/vi/Qm6AwT7lBgw/hqdefault.jpg
"Shamik Chakrabarti",3eOkj9uCfT0,"Shamik Chakrabarti: Despite Appearances | Full Stand-Up Comedy Special",794090,28761,4443,2026-03-17T12:30:11Z,https://i.ytimg.com/vi/3eOkj9uCfT0/hqdefault.jpg
"Shashi Dhiman",kmcnAEP14Sk,"I Finally Said Yes | Standup Comedy Special by Shashi Dhiman",833781,26476,4568,2026-06-27T08:57:31Z,https://i.ytimg.com/vi/kmcnAEP14Sk/hqdefault.jpg
"Shubham Pujari",FX8x_4me_R8,"Behen Ka Swayamvar | Standup Comedy by Shubham Pujari",2598356,73500,1523,2025-08-12T13:37:10Z,https://i.ytimg.com/vi/FX8x_4me_R8/hqdefault.jpg
"Shubham Pujari",hzDZsuKG6R8,"Chhoti Soch | Standup Comedy Special by Shubham Pujari",1331834,34977,5067,2026-04-28T13:48:04Z,https://i.ytimg.com/vi/hzDZsuKG6R8/hqdefault.jpg
"So True with Caleb Hearon",vNmpl8iolY0,"Taylor Tomlinson Isn't Settling",555957,16043,4389,2026-03-26T18:00:52Z,https://i.ytimg.com/vi/vNmpl8iolY0/hqdefault.jpg
"Son Of Abish",xhpVSauk5n8,"Journey Of A Joke feat. Anubhav Singh Bassi | Cheating",1226908,46146,1801,2020-06-29T12:37:06Z,https://i.ytimg.com/vi/xhpVSauk5n8/hqdefault.jpg
"Swati Sachdeva",mTfSyBqwIV8,"Family First | Stand-up comedy by Swati Sachdeva | U/A 16+",6529576,150890,1218,2025-03-20T15:30:19Z,https://i.ytimg.com/vi/mTfSyBqwIV8/hqdefault.jpg
"Tanmay Bhat",bg7PJgHdZqI,"ZAKIR'S GOT LATENT",4561560,146181,1556,2025-04-08T14:30:06Z,https://i.ytimg.com/vi/bg7PJgHdZqI/hqdefault.jpg
"The Comedy Factory",GOJuBY3oOtE,"The Lavari Show EP 12 | ft. Zakir Khan | આપણો પોતાનો ઝાકીર | The Comedy Factory",1504458,44103,1566,2024-08-20T18:24:06Z,https://i.ytimg.com/vi/GOJuBY3oOtE/hqdefault.jpg
"The Kapil Sharma Show",RENkIsGc--0,"Abhishek Upmanyu करने लगे अपनी ही Shows को Roast | The Kapil Sharma Show 2 | Ep 292 | Full Episode",4042502,62460,4125,2024-04-09T15:30:14Z,https://i.ytimg.com/vi/RENkIsGc--0/hqdefault.jpg
"Trevor Wallace",EOJJcgnHPPk,"CRAZIEST Crowd Work Moments of 2024 | Trevor Wallace",1817478,37547,2691,2024-12-28T16:45:00Z,https://i.ytimg.com/vi/EOJJcgnHPPk/hqdefault.jpg
"Trevor Wallace",gIJPY3AM0nk,"A Crowd Work Special with Trevor Wallace",562064,17302,3260,2026-04-02T00:00:29Z,https://i.ytimg.com/vi/gIJPY3AM0nk/hqdefault.jpg
"Universal Comedy",4UQTaw6yXa4,"25 Minutes Of Top Notch Comedy From Ricky Gervais",1385432,13032,1518,2025-03-12T17:00:04Z,https://i.ytimg.com/vi/4UQTaw6yXa4/hqdefault.jpg
"Vaibhav Arora",qRdFOYaTZC0,"Dhurandhar In Depression | Stand Up Comedy Special Ft.Vaibhav Arora",352980,7822,1781,2026-04-24T12:31:15Z,https://i.ytimg.com/vi/qRdFOYaTZC0/hqdefault.jpg
"Varun Grover",O-sdocGbdRg,"Varun Grover || Comedy Special || Nothing Makes Sense",5236060,147235,4870,2026-01-02T15:21:31Z,https://i.ytimg.com/vi/O-sdocGbdRg/hqdefault.jpg
"Varun Grover",xNfDz6ZClj4,"Gravity vs Comedy | Upmanyu | Biswa | Prashasti | Grover | All India Rank | Releasing 23rd Feb",1816579,45456,4378,2024-02-19T16:06:56Z,https://i.ytimg.com/vi/xNfDz6ZClj4/hqdefault.jpg
"Vidit Gujrathi",zX9oWQoTjWM,"UNDERSTANDING COMEDY ft.@SamayRainaOfficial",628500,29632,6228,2020-05-31T17:54:11Z,https://i.ytimg.com/vi/zX9oWQoTjWM/hqdefault.jpg
"Vidit Sharma",jMDq_yxvv5c,"Loose Emotions EP 9| Stand Up Comedy | @RajatSood  Kaustubh Agarwal & Vidit Sharma",1163889,38889,2643,2026-03-27T12:30:44Z,https://i.ytimg.com/vi/jMDq_yxvv5c/hqdefault.jpg
"Vikas Kush Sharma",-IiLZJ9ebvo,"Hello Hello | Best Ever Phone Compilation |Crowd Work | Stand Up Comedy | Ft @VikasKushSharma",475545,8357,1357,2026-05-08T15:30:01Z,https://i.ytimg.com/vi/-IiLZJ9ebvo/hqdefault.jpg
"Vikas Kush Sharma",28A9XKrtnA4,"Halki Halki Fati By Vikas Kush Sharma | Part 2 | Crowd Work Standup Comedy Special | Standup Comedy",409829,9477,1738,2026-04-17T13:30:03Z,https://i.ytimg.com/vi/28A9XKrtnA4/hqdefault.jpg
"Zakir Khan",vflWLItnwfA,"CLASS | Zakir khan | Stand up Comedy | Sukha Puri 8",27537773,721789,1447,2025-01-03T06:30:08Z,https://i.ytimg.com/vi/vflWLItnwfA/hqdefault.jpg
"Zakir Khan",OQQ1sGphUj4,"“Meri Dastaan sunana” Zakir Khan at Spoken 2017",12618989,376096,1778,2018-02-14T07:35:41Z,https://i.ytimg.com/vi/OQQ1sGphUj4/hqdefault.jpg
"Zakir Khan",EV-rF0N1was,"Tafseel Se Baatein - Zakir Khan in Conversation with Aamir Khan and Mansoor Khan",1556436,27497,3638,2026-04-30T12:58:53Z,https://i.ytimg.com/vi/EV-rF0N1was/hqdefault.jpg
